dates,products,state,US,amount,card,fico,balance,income,Fraud
6/10/22,Groceries,AR,TRUE,86.84,Visa,656,12312.38,97000,0
8/19/22,Entertainment,NA,FALSE,302.7,Amex,616,3146.56,75000,0
7/13/22,Entertainment,AL,TRUE,100.66,Visa,619,2017.32,16000,0
5/2/22,Dining,AL,TRUE,166.07,Discover,578,2058.25,27000,0
6/29/22,Shopping,AR,TRUE,267.6,Amex,555,4480.67,90000,0
1/29/22,Groceries,ID,TRUE,165.03,Mastercard,472,7512.51,91000,0
6/12/22,Groceries,AL,TRUE,144.8,Amex,635,3504.2,72000,0
7/29/22,Shopping,AR,TRUE,90.97,Visa,594,1310.5,18000,0
5/28/22,Groceries,AZ,TRUE,73.77,Visa,661,12034.04,82000,0
4/2/22,Groceries,AR,TRUE,161.76,Visa,611,1581.69,16000,0
3/7/22,Dining,AL,TRUE,198.59,Mastercard,610,6052.39,80000,0
3/4/22,Shopping,AL,TRUE,152.18,Visa,740,4416.2,128000,0
1/26/22,Shopping,AL,TRUE,80,Discover,623,929.18,27000,0
8/18/22,Shopping,AK,TRUE,31.76,Visa,568,986.18,20000,0
8/25/22,Travel,AR,TRUE,1087.67,Visa,664,43.83,134000,1
2/3/22,Shopping,AK,TRUE,250.81,Amex,460,3621.28,80000,0
11/12/22,Shopping,AL,TRUE,78.62,Visa,556,1810.25,21000,0
8/30/22,Shopping,AK,TRUE,85.34,Visa,712,2450.4,15000,0
8/3/22,Dining,AR,TRUE,80.45,Visa,750,2301.1,31000,0
2/20/22,Shopping,AK,TRUE,148.55,Mastercard,578,1660.83,134000,0
7/29/22,Entertainment,NA,FALSE,219.24,Discover,778,-244.35,149000,0
5/21/22,Shopping,AL,TRUE,101.41,Visa,722,2421.31,32000,0
5/27/22,Groceries,NE,TRUE,155.25,Mastercard,598,6701.41,84000,0
12/20/22,Entertainment,AL,TRUE,315.95,Amex,701,4815.66,73000,0
1/27/22,Shopping,AZ,TRUE,917.53,Visa,806,20867.78,416000,1
2/5/22,Shopping,NA,FALSE,74.59,Mastercard,729,10410.62,77000,1
3/15/22,Shopping,AL,TRUE,93.71,Discover,674,1878.34,42000,0
1/18/22,Shopping,AR,TRUE,111.69,Visa,717,1404.28,50000,0
6/3/22,Entertainment,AK,TRUE,311.01,Amex,605,4850.05,92000,0
5/28/22,Entertainment,AL,TRUE,98.55,Visa,494,7581.12,107000,0
1/1/22,Shopping,NA,FALSE,149.87,Amex,614,883.38,145000,0
10/9/22,Entertainment,AL,TRUE,146.65,Visa,554,2056.19,29000,0
3/28/22,Groceries,AK,TRUE,210.78,Visa,636,1702.39,17000,0
10/26/22,Entertainment,NA,FALSE,154.1,Visa,715,8945.56,137000,1
7/8/22,Dining,AL,TRUE,205.94,Amex,549,3977.9,76000,0
12/1/22,Travel,NA,FALSE,731.57,Discover,684,10211.69,37000,1
2/27/22,Groceries,AL,TRUE,86.37,Mastercard,706,9771.13,87000,0
8/4/22,Entertainment,AZ,TRUE,200.52,Mastercard,716,1583.82,123000,0
11/24/22,Entertainment,AK,TRUE,295.6,Mastercard,588,2474.41,78000,0
4/9/22,Groceries,WA,TRUE,77.74,Mastercard,650,2090.98,117000,0
2/7/22,Dining,UT,TRUE,125.99,Visa,703,9084.06,91000,0
4/11/22,Groceries,AL,TRUE,106.26,Discover,712,2198.2,38000,0
12/11/22,Shopping,AL,TRUE,70.74,Mastercard,718,12391.11,82000,1
8/13/22,Shopping,AL,TRUE,77.1,Discover,626,81.58,133000,1
12/13/22,Groceries,AL,TRUE,144.41,Amex,545,4206.89,88000,0
2/18/22,Shopping,AR,TRUE,253.43,Amex,608,4380.92,97000,0
8/12/22,Entertainment,AL,TRUE,118.45,Mastercard,647,9808.05,114000,0
3/6/22,Entertainment,NA,FALSE,120.43,Discover,569,1585.1,22000,0
11/6/22,Entertainment,NA,FALSE,54.62,Mastercard,716,1339.02,40000,0
8/21/22,Entertainment,AZ,TRUE,46.76,Discover,661,1815.39,38000,0
12/19/22,Groceries,AZ,TRUE,89.67,Visa,626,1998.68,118000,0
11/26/22,Entertainment,AZ,TRUE,205.07,Visa,812,-1300.35,139000,0
11/16/22,Entertainment,AL,TRUE,90.34,Visa,630,9078.66,133000,0
12/4/22,Entertainment,AL,TRUE,325.64,Amex,511,5469.06,90000,0
11/20/22,Entertainment,AL,TRUE,45.98,Visa,695,2047.38,45000,0
12/24/22,Shopping,AL,TRUE,244.46,Amex,530,4861.9,59000,0
6/26/22,Travel,AK,TRUE,437.53,Amex,741,1478.47,21000,0
12/13/22,Shopping,NA,FALSE,66.41,Visa,606,1644.93,28000,0
1/17/22,Dining,AR,TRUE,89.63,Mastercard,740,1499.41,34000,0
3/30/22,Travel,MN,TRUE,1024.09,Amex,662,2578.55,42000,1
2/14/22,Shopping,NJ,TRUE,251.15,Amex,513,8433.49,53000,0
4/14/22,Dining,AZ,TRUE,79.13,Visa,672,1782.84,41000,0
7/27/22,Groceries,AZ,TRUE,102.4,Mastercard,717,1112.93,56000,0
5/16/22,Shopping,AZ,TRUE,89.23,Mastercard,666,1962.79,56000,1
2/10/22,Groceries,AZ,TRUE,160.16,Visa,544,5837.23,74000,0
8/16/22,Groceries,AL,TRUE,229.22,Discover,556,2138.49,24000,0
7/17/22,Shopping,AK,TRUE,29.05,Amex,663,10268.24,84000,1
11/4/22,Shopping,AL,TRUE,79.3,Visa,574,1984.77,20000,0
3/6/22,Groceries,AL,TRUE,152.21,Mastercard,620,6617.78,89000,0
1/26/22,Entertainment,AL,TRUE,186.72,Visa,823,2257.38,193000,0
4/14/22,Shopping,AK,TRUE,67.71,Visa,704,1320.62,17000,1
4/3/22,Dining,AL,TRUE,95.35,Amex,704,196.31,121000,0
8/20/22,Dining,AZ,TRUE,85.28,Visa,653,1266.81,129000,0
10/10/22,Dining,AL,TRUE,66.38,Mastercard,693,2322.01,50000,0
11/7/22,Entertainment,AZ,TRUE,90,Visa,498,9861.5,126000,0
6/18/22,Entertainment,AZ,TRUE,90.17,Mastercard,663,11568.2,1.00E+05,0
10/6/22,Dining,AL,TRUE,183.52,Visa,587,1678.51,23000,0
9/9/22,Entertainment,AZ,TRUE,93.47,Amex,507,8184,113000,0
5/21/22,Groceries,AK,TRUE,121.22,Mastercard,506,7098.7,69000,0
8/15/22,Groceries,AR,TRUE,226.33,Discover,611,1261.58,27000,0
2/13/22,Dining,AK,TRUE,174.63,Visa,676,2263.46,17000,0
3/29/22,Shopping,AK,TRUE,44.52,Visa,538,8934.99,110000,0
2/9/22,Entertainment,AZ,TRUE,259.58,Mastercard,473,8938.37,87000,0
3/5/22,Groceries,WI,TRUE,171.65,Mastercard,598,1519.84,29000,0
3/3/22,Groceries,AL,TRUE,80.79,Mastercard,746,10162.7,78000,0
1/16/22,Shopping,AL,TRUE,150.84,Mastercard,831,-172.95,129000,0
1/19/22,Shopping,AL,TRUE,60.42,Discover,684,1819.77,41000,1
6/8/22,Travel,AZ,TRUE,545.83,Discover,652,2052.75,19000,0
11/22/22,Shopping,AK,TRUE,247.63,Discover,556,2940.45,90000,0
7/19/22,Entertainment,NA,FALSE,310.34,Visa,559,5136.32,83000,0
8/5/22,Entertainment,NA,FALSE,51.1,Visa,653,1477.77,33000,0
12/24/22,Dining,AK,TRUE,171.8,Visa,605,1550.41,19000,0
8/27/22,Shopping,AL,TRUE,149.59,Amex,799,1894.7,148000,0
9/10/22,Groceries,AL,TRUE,77.08,Visa,758,1153.27,127000,0
11/30/22,Dining,CA,TRUE,80.29,Visa,643,2386.32,30000,0
2/6/22,Shopping,NC,TRUE,115.32,Mastercard,744,1412.54,44000,0
12/29/22,Shopping,NA,FALSE,153.23,Visa,722,1740.28,130000,0
6/14/22,Groceries,AL,TRUE,80.43,Mastercard,724,734.24,135000,0
11/4/22,Entertainment,AK,TRUE,47.54,Mastercard,654,2615.5,57000,0
11/12/22,Groceries,AR,TRUE,120.89,Discover,706,1813.17,53000,0
8/5/22,Shopping,AL,TRUE,72.1,Mastercard,688,2157.03,45000,1
12/18/22,Dining,AK,TRUE,164.48,Visa,560,5383.96,63000,0
7/12/22,Entertainment,AZ,TRUE,49.7,Mastercard,716,2031,37000,0
1/10/22,Dining,NA,FALSE,95.8,Visa,543,4705.09,78000,1
4/7/22,Dining,AL,TRUE,99.15,Visa,850,404.24,1.00E+05,0
9/28/22,Travel,AL,TRUE,853.96,Discover,525,9832.77,71000,1
11/17/22,Dining,NA,FALSE,202.58,Mastercard,605,6124.22,101000,0
9/8/22,Dining,AK,TRUE,179.49,Amex,443,4853.23,96000,0
1/7/22,Shopping,AL,TRUE,241.91,Mastercard,526,5506.68,79000,0
8/19/22,Shopping,AL,TRUE,247.5,Mastercard,603,5518.26,61000,0
9/17/22,Shopping,AZ,TRUE,864.37,Visa,794,23082.9,506000,1
1/29/22,Entertainment,AK,TRUE,104.53,Visa,669,11554.76,98000,0
4/16/22,Shopping,AL,TRUE,154.1,Visa,667,185.09,152000,0
7/16/22,Dining,AZ,TRUE,180.21,Discover,640,1576.89,14000,0
6/12/22,Groceries,AL,TRUE,79.07,Mastercard,804,-890.47,151000,0
1/28/22,Dining,AK,TRUE,196.35,Mastercard,534,3386.76,122000,0
2/13/22,Shopping,AL,TRUE,104.6,Mastercard,743,3011.63,56000,0
4/10/22,Dining,AR,TRUE,79.96,Discover,667,1761.02,47000,0
11/3/22,Groceries,AL,TRUE,210.6,Mastercard,609,1428,25000,0
12/13/22,Shopping,AZ,TRUE,85.17,Mastercard,629,3104.37,20000,0
4/23/22,Shopping,NA,FALSE,60.04,Mastercard,687,1456.97,47000,1
2/4/22,Groceries,AK,TRUE,105.87,Visa,725,1433.53,56000,0
9/26/22,Shopping,AK,TRUE,146.68,Mastercard,760,-396.27,138000,0
10/16/22,Shopping,AR,TRUE,236.02,Amex,612,5640.5,93000,0
12/24/22,Groceries,AL,TRUE,99.75,Visa,680,1563.15,38000,0
12/31/22,Groceries,AK,TRUE,126.13,Amex,643,2025.17,46000,0
5/30/22,Travel,AL,TRUE,271,Discover,684,1483.56,46000,0
8/8/22,Entertainment,AZ,TRUE,196.37,Mastercard,662,-136.16,166000,0
10/22/22,Shopping,AR,TRUE,77.79,Visa,572,1428.7,21000,0
10/6/22,Groceries,AK,TRUE,76.79,Amex,846,1400.78,137000,0
11/1/22,Shopping,NA,FALSE,149.07,Mastercard,705,651.56,130000,0
3/1/22,Dining,AR,TRUE,107.58,Visa,639,535.68,21000,0
5/1/22,Shopping,AL,TRUE,87.08,Mastercard,598,1359.26,28000,0
11/5/22,Entertainment,TX,TRUE,177.17,Visa,778,380.84,151000,0
5/29/22,Entertainment,AL,TRUE,291.7,Visa,549,3710.81,64000,0
3/19/22,Dining,AL,TRUE,208.94,Amex,650,6838.68,84000,0
4/23/22,Entertainment,AL,TRUE,42.93,Mastercard,668,1995.82,53000,0
2/19/22,Shopping,AL,TRUE,108.29,Mastercard,653,1229.88,41000,0
3/11/22,Entertainment,NA,FALSE,72.18,Amex,613,1037.97,14000,0
4/16/22,Dining,AL,TRUE,100.07,Discover,850,369.01,138000,0
11/3/22,Entertainment,NA,FALSE,208.3,Amex,654,967.03,138000,0
6/4/22,Groceries,AK,TRUE,177.3,Amex,497,8133.15,57000,0
1/30/22,Shopping,NA,FALSE,59.7,Discover,602,11887.23,69000,0
1/12/22,Shopping,AL,TRUE,49.06,Discover,762,1552.94,158000,1
9/25/22,Entertainment,NA,FALSE,48.41,Visa,630,2431.28,20000,0
2/16/22,Dining,AL,TRUE,125.96,Amex,651,10425.92,97000,0
1/19/22,Dining,PA,TRUE,105.17,Visa,487,-411.26,163000,0
7/7/22,Entertainment,AL,TRUE,195.53,Amex,702,1435.22,120000,0
8/17/22,Entertainment,NA,FALSE,315.32,Amex,471,6712.35,121000,0
4/13/22,Shopping,AL,TRUE,66.99,Visa,558,1298.64,16000,1
4/30/22,Dining,NA,FALSE,113.43,Mastercard,775,1692.76,136000,0
10/11/22,Entertainment,AK,TRUE,305.55,Mastercard,555,4980.22,82000,0
9/22/22,Dining,AL,TRUE,119.1,Amex,588,1033.97,172000,0
4/4/22,Entertainment,AK,TRUE,52.33,Visa,661,1987.06,23000,0
9/26/22,Shopping,NA,FALSE,138.99,Amex,740,-1114.26,153000,0
12/17/22,Shopping,AK,TRUE,105.49,Discover,748,3079.22,23000,0
3/19/22,Shopping,AL,TRUE,147.22,Visa,770,2059.98,142000,0
12/26/22,Groceries,AL,TRUE,149.62,Visa,496,4074.99,96000,0
10/20/22,Dining,AK,TRUE,123.92,Mastercard,712,2575.89,161000,0
1/30/22,Dining,NA,FALSE,155.32,Discover,486,721.77,17000,0
4/9/22,Entertainment,AL,TRUE,188.15,Discover,809,969.38,155000,0
8/30/22,Entertainment,AL,TRUE,275.14,Discover,634,1327.21,78000,0
6/5/22,Groceries,AZ,TRUE,81.45,Mastercard,627,316.47,155000,0
8/8/22,Travel,AZ,TRUE,977.07,Amex,833,-635.74,143000,0
4/2/22,Groceries,AZ,TRUE,151.66,Visa,559,7094.87,84000,0
12/18/22,Groceries,AL,TRUE,109.73,Amex,559,6714.5,68000,1
4/13/22,Shopping,NA,FALSE,149.82,Visa,586,1912.09,150000,0
3/21/22,Entertainment,AZ,TRUE,51.76,Visa,718,923.72,53000,0
12/5/22,Shopping,NA,FALSE,64.35,Visa,666,1212,16000,1
3/6/22,Groceries,AR,TRUE,109.06,Mastercard,663,3244.7,48000,0
11/12/22,Dining,NC,TRUE,112.1,Amex,615,33.1,120000,0
11/11/22,Entertainment,AL,TRUE,309.15,Amex,632,5863.76,77000,0
7/22/22,Shopping,AL,TRUE,139.21,Mastercard,532,-51.98,121000,0
6/9/22,Dining,AL,TRUE,99.11,Visa,754,1862.98,123000,0
8/9/22,Shopping,AZ,TRUE,253.34,Mastercard,604,4677.53,96000,0
1/26/22,Dining,NA,FALSE,166.85,Visa,569,1940.15,16000,0
4/23/22,Dining,AL,TRUE,69.38,Visa,692,2157.21,21000,0
9/10/22,Shopping,NV,TRUE,51.88,Mastercard,596,8682.35,121000,0
12/11/22,Shopping,AZ,TRUE,107.61,Visa,561,1823.8,25000,0
10/21/22,Shopping,AK,TRUE,48.89,Visa,680,12182.5,77000,0
2/21/22,Shopping,AL,TRUE,90.84,Mastercard,529,10915.05,87000,1
3/13/22,Groceries,AL,TRUE,52.71,Amex,679,1652,33000,1
1/29/22,Groceries,AR,TRUE,136.49,Visa,667,2060.25,39000,0
9/25/22,Shopping,AL,TRUE,94.24,Visa,586,9961.73,1.00E+05,1
4/5/22,Groceries,AR,TRUE,83.65,Visa,721,2116.51,167000,0
5/22/22,Groceries,AL,TRUE,199.93,Discover,566,1290.16,16000,0
7/27/22,Entertainment,AK,TRUE,204.65,Visa,714,1932.36,135000,0
11/23/22,Shopping,AL,TRUE,257.14,Mastercard,654,5474.75,112000,0
3/18/22,Shopping,AK,TRUE,48.68,Mastercard,614,6539.78,70000,1
12/10/22,Entertainment,AL,TRUE,212.26,Visa,715,1639.11,105000,0
3/6/22,Shopping,AK,TRUE,96.42,Visa,683,1404.33,50000,0
10/15/22,Travel,AL,TRUE,1011.35,Discover,578,946.22,21000,1
5/29/22,Dining,AZ,TRUE,148.28,Mastercard,611,1349.66,20000,0
12/27/22,Shopping,NA,FALSE,77.9,Mastercard,553,1346.69,16000,0
6/18/22,Groceries,AZ,TRUE,205.23,Visa,545,1927.89,26000,0
2/20/22,Dining,AR,TRUE,90.82,Amex,682,225.21,141000,0
5/28/22,Entertainment,AZ,TRUE,83.96,Mastercard,554,1743.39,27000,0
6/13/22,Entertainment,AK,TRUE,202.95,Visa,708,777.76,163000,0
3/30/22,Groceries,AL,TRUE,119.36,Amex,732,2502.74,34000,0
11/28/22,Groceries,AL,TRUE,77.51,Visa,660,585.66,159000,0
3/26/22,Entertainment,NA,FALSE,288.7,Visa,617,4912.67,55000,0
12/29/22,Groceries,AL,TRUE,142.59,Mastercard,453,7571.11,92000,0
2/19/22,Dining,AK,TRUE,116.14,Discover,530,2161.16,17000,0
6/21/22,Shopping,AR,TRUE,253,Amex,427,4007.37,80000,0
3/9/22,Shopping,MS,TRUE,100.46,Mastercard,686,2595.4,43000,0
9/27/22,Groceries,NA,FALSE,195.78,Discover,573,2003.87,30000,0
7/1/22,Shopping,AK,TRUE,241.66,Visa,611,5955.59,60000,0
11/19/22,Shopping,AZ,TRUE,42.5,Discover,634,425.51,18000,0
10/5/22,Shopping,IA,TRUE,248.71,Visa,615,5816.85,90000,0
4/25/22,Entertainment,AR,TRUE,201.25,Amex,671,618.53,159000,0
12/3/22,Shopping,AL,TRUE,77.86,Amex,606,888.84,25000,0
7/2/22,Shopping,AZ,TRUE,81.46,Discover,619,1187.78,22000,0
10/27/22,Entertainment,AK,TRUE,323.24,Amex,588,6315.77,106000,0
11/13/22,Groceries,AL,TRUE,94.06,Discover,444,10396.62,118000,0
10/27/22,Entertainment,AZ,TRUE,261.02,Amex,684,6192.14,83000,0
6/11/22,Entertainment,AL,TRUE,135.98,Amex,579,1745.68,14000,0
1/9/22,Groceries,AL,TRUE,148.1,Visa,658,7499.82,80000,0
5/8/22,Shopping,AL,TRUE,82.07,Discover,634,1533.51,17000,0
8/15/22,Dining,AZ,TRUE,195.26,Discover,687,952.73,22000,0
1/22/22,Dining,AZ,TRUE,108.1,Discover,679,-249.67,165000,0
11/23/22,Dining,AL,TRUE,214.97,Mastercard,536,4937.93,74000,0
1/3/22,Groceries,CA,TRUE,161.02,Mastercard,459,5820.88,114000,0
5/14/22,Travel,NA,FALSE,890.98,Discover,521,4237.9,75000,1
9/27/22,Entertainment,CA,TRUE,102.37,Mastercard,558,1936.31,17000,0
2/11/22,Dining,NA,FALSE,139.46,Visa,613,1462.45,13000,0
7/9/22,Dining,NA,FALSE,101.22,Amex,776,-302.26,166000,0
9/17/22,Groceries,AZ,TRUE,113.86,Mastercard,681,2618.83,41000,0
4/3/22,Shopping,AL,TRUE,97.16,Discover,585,1857.07,29000,1
10/9/22,Dining,AZ,TRUE,111.79,Amex,685,8777.46,131000,0
5/7/22,Entertainment,AK,TRUE,106.32,Visa,545,9229.71,108000,0
9/17/22,Shopping,AL,TRUE,236.55,Mastercard,523,6336.06,72000,0
3/22/22,Groceries,AZ,TRUE,200.98,Visa,672,1894.1,20000,0
6/11/22,Shopping,AL,TRUE,89.04,Visa,541,702.61,23000,1
2/20/22,Shopping,AL,TRUE,255.24,Amex,584,3077.48,117000,0
7/18/22,Entertainment,AL,TRUE,191.94,Mastercard,707,1699.98,160000,0
9/17/22,Dining,NY,TRUE,68.84,Amex,654,2104.12,42000,0
9/30/22,Groceries,AL,TRUE,177,Visa,475,3818.68,72000,0
4/15/22,Entertainment,WI,TRUE,80.16,Visa,582,942.17,17000,0
2/13/22,Groceries,AK,TRUE,162.04,Amex,571,5390.86,32000,0
8/26/22,Entertainment,NA,FALSE,121.17,Discover,471,1034.11,25000,0
12/26/22,Groceries,AR,TRUE,204.07,Discover,572,1652.45,16000,0
11/28/22,Groceries,AK,TRUE,180.71,Visa,613,1421.47,23000,0
12/11/22,Shopping,AZ,TRUE,81.5,Visa,618,1992.83,19000,1
6/26/22,Entertainment,AL,TRUE,295.11,Visa,575,4381.72,64000,0
4/14/22,Entertainment,AL,TRUE,112.21,Mastercard,669,1900.52,13000,0
12/1/22,Travel,AL,TRUE,333.73,Visa,659,1970.81,51000,0
7/26/22,Shopping,AK,TRUE,84.63,Visa,647,1048.6,14000,0
6/21/22,Groceries,AK,TRUE,211.85,Visa,527,1334.27,21000,0
8/28/22,Dining,AR,TRUE,98.71,Mastercard,800,1033.36,127000,0
1/10/22,Groceries,AL,TRUE,185.28,Amex,581,2067.52,19000,0
8/29/22,Shopping,AZ,TRUE,61.07,Mastercard,803,1860.73,110000,1
4/11/22,Entertainment,AK,TRUE,186.02,Visa,783,513.68,146000,0
4/17/22,Groceries,AL,TRUE,69.2,Visa,738,1157,133000,0
12/4/22,Groceries,AL,TRUE,122.13,Visa,644,1836.55,41000,0
5/1/22,Entertainment,AZ,TRUE,127.61,Discover,511,878.73,17000,0
2/19/22,Shopping,AR,TRUE,1143.51,Amex,736,19725.79,507000,0
1/30/22,Shopping,CO,TRUE,147.04,Mastercard,764,1848.11,124000,0
9/24/22,Dining,AL,TRUE,95.63,Amex,850,528.88,106000,0
9/10/22,Shopping,AZ,TRUE,97.15,Mastercard,785,1708.1,26000,0
10/23/22,Groceries,AR,TRUE,162.71,Discover,551,1147.73,29000,0
2/15/22,Entertainment,AZ,TRUE,106.8,Discover,600,9561.96,79000,0
8/1/22,Travel,AL,TRUE,935.67,Visa,614,1440.2,10000,1
3/30/22,Shopping,AL,TRUE,43.23,Amex,717,9878.09,85000,0
3/20/22,Dining,NH,TRUE,194.84,Visa,401,5371.69,99000,0
6/17/22,Groceries,AZ,TRUE,76.05,Visa,806,9758.69,129000,0
6/28/22,Groceries,MS,TRUE,77.72,Mastercard,728,-334.34,141000,0
10/29/22,Travel,AK,TRUE,287.05,Visa,655,1915.13,55000,0
5/9/22,Groceries,WA,TRUE,144.94,Amex,630,4310.83,118000,0
9/18/22,Entertainment,AL,TRUE,320.89,Mastercard,742,2266.11,84000,0
1/7/22,Entertainment,AL,TRUE,111.25,Amex,719,9284.39,58000,0
9/16/22,Groceries,AZ,TRUE,115.9,Visa,690,1822.5,53000,0
7/31/22,Shopping,AL,TRUE,1005.02,Mastercard,766,24034.3,526000,1
7/25/22,Travel,AZ,TRUE,904.7,Discover,672,9662.84,98000,1
8/31/22,Entertainment,AL,TRUE,349.49,Visa,617,1917.94,66000,0
11/16/22,Groceries,NA,FALSE,207.36,Visa,583,2260.2,14000,0
11/15/22,Groceries,WY,TRUE,152.83,Visa,603,6811.98,71000,0
4/9/22,Entertainment,AZ,TRUE,51.56,Discover,713,2146.53,54000,0
1/24/22,Groceries,AR,TRUE,73.27,Discover,732,10962.1,104000,0
3/8/22,Shopping,AL,TRUE,87.24,Visa,699,1615.76,35000,0
10/24/22,Shopping,AK,TRUE,54.07,Amex,649,10638.1,76000,0
10/7/22,Shopping,AL,TRUE,49.41,Visa,568,9183.08,136000,1
7/17/22,Groceries,AL,TRUE,203.96,Visa,673,1699.93,20000,0
12/22/22,Shopping,NC,TRUE,103.55,Visa,663,1880.86,48000,0
8/5/22,Dining,AK,TRUE,78.91,Mastercard,659,2819.94,32000,0
11/19/22,Groceries,AL,TRUE,144.95,Mastercard,626,3136.16,102000,0
5/15/22,Shopping,NA,FALSE,262.29,Discover,615,3449.33,84000,0
3/21/22,Shopping,AZ,TRUE,151.04,Amex,619,1137.58,134000,0
4/25/22,Groceries,AL,TRUE,166.3,Visa,637,1027.52,27000,0
11/18/22,Groceries,AL,TRUE,142.58,Visa,570,5916.56,81000,0
7/2/22,Dining,NA,FALSE,219.68,Visa,455,5170.41,65000,0
5/17/22,Travel,NA,FALSE,980.3,Visa,692,10415.39,101000,1
4/18/22,Travel,VT,TRUE,1489.14,Amex,583,3486.95,92000,0
5/22/22,Entertainment,AZ,TRUE,201.19,Visa,563,1233.89,142000,0
11/23/22,Shopping,WI,TRUE,254.63,Mastercard,635,3055.28,46000,0
12/2/22,Travel,AL,TRUE,808.94,Visa,749,80.71,145000,1
6/9/22,Groceries,NA,FALSE,83.14,Visa,671,10143.37,119000,0
5/15/22,Groceries,AL,TRUE,260.5,Amex,720,14736.28,552000,0
12/4/22,Travel,AR,TRUE,1166.06,Discover,622,1002.01,143000,0
7/4/22,Shopping,AR,TRUE,81.42,Visa,483,1473.3,21000,0
12/14/22,Shopping,AL,TRUE,115.51,Discover,707,1751.57,43000,0
9/18/22,Groceries,AL,TRUE,171.78,Visa,623,1560.26,22000,0
2/19/22,Entertainment,AL,TRUE,325.79,Amex,464,8024.83,59000,0
8/11/22,Shopping,AL,TRUE,73.93,Discover,505,739.36,25000,0
5/12/22,Groceries,AL,TRUE,79.31,Mastercard,695,298.66,142000,0
10/9/22,Shopping,AL,TRUE,43.98,Discover,707,10486.4,113000,1
9/4/22,Entertainment,AZ,TRUE,480.43,Amex,797,15963.92,582000,0
4/17/22,Shopping,AZ,TRUE,235.61,Mastercard,562,6956.32,80000,0
1/26/22,Entertainment,AL,TRUE,57.44,Amex,675,2438.88,39000,0
11/18/22,Shopping,AZ,TRUE,147.43,Mastercard,718,425.48,131000,0
7/25/22,Entertainment,AZ,TRUE,272.92,Visa,668,5792.79,87000,0
3/27/22,Shopping,NA,FALSE,770.99,Amex,688,28148.75,450000,0
2/15/22,Shopping,AL,TRUE,92.73,Visa,614,668.24,25000,0
2/25/22,Dining,AZ,TRUE,88.93,Mastercard,684,821.99,139000,0
11/26/22,Entertainment,AK,TRUE,203.58,Visa,761,414.77,151000,0
11/7/22,Entertainment,CA,TRUE,48.91,Visa,700,1896.09,47000,0
11/29/22,Entertainment,AK,TRUE,330.13,Amex,462,5405.09,99000,0
1/29/22,Entertainment,NA,FALSE,206.82,Mastercard,696,2214.52,153000,0
7/17/22,Entertainment,AZ,TRUE,98.23,Mastercard,546,11020.06,105000,0
4/15/22,Groceries,AL,TRUE,173.57,Visa,599,1672.87,22000,0
12/19/22,Shopping,AZ,TRUE,81.39,Amex,643,2194.08,17000,1
8/24/22,Shopping,NA,FALSE,50.21,Visa,601,8951.56,102000,0
11/24/22,Shopping,AL,TRUE,74.18,Mastercard,663,911.27,22000,0
11/9/22,Shopping,AL,TRUE,111.17,Mastercard,612,2850.7,42000,0
5/12/22,Groceries,AL,TRUE,128.04,Mastercard,718,2405.01,47000,0
3/23/22,Groceries,AR,TRUE,137.87,Visa,478,6920.84,84000,0
4/17/22,Entertainment,AR,TRUE,47.7,Discover,711,1955.95,57000,0
4/24/22,Shopping,AZ,TRUE,1203.84,Mastercard,762,25841.46,439000,1
12/23/22,Entertainment,NA,FALSE,50.83,Visa,625,2264.75,39000,0
5/28/22,Dining,AK,TRUE,111.26,Amex,725,1265.85,155000,0
12/9/22,Shopping,NA,FALSE,263.66,Visa,651,5169.19,77000,0
1/27/22,Groceries,AL,TRUE,76.03,Visa,660,10598.53,96000,0
3/26/22,Groceries,FL,TRUE,71.6,Visa,581,1893.85,136000,0
11/19/22,Shopping,AL,TRUE,104.3,Visa,574,1648.16,29000,0
9/5/22,Dining,NA,FALSE,135.21,Discover,559,403.69,18000,0
9/3/22,Shopping,AK,TRUE,50.61,Mastercard,629,11924.06,105000,0
9/19/22,Entertainment,AZ,TRUE,50.21,Discover,682,1237.15,47000,0
6/13/22,Travel,AL,TRUE,1177.84,Visa,788,641.38,150000,0
10/7/22,Shopping,AL,TRUE,257.92,Visa,570,2532.14,79000,0
2/8/22,Dining,NA,FALSE,74.97,Visa,625,2119.06,42000,0
1/3/22,Shopping,AZ,TRUE,91.58,Visa,665,2578.32,19000,0
6/27/22,Shopping,AK,TRUE,244.47,Amex,501,4643.25,86000,0
12/17/22,Shopping,AL,TRUE,94.8,Visa,690,1705.55,81000,0
6/29/22,Shopping,AL,TRUE,117.37,Mastercard,566,1549.69,20000,0
9/7/22,Shopping,AL,TRUE,152.35,Mastercard,803,-1569.16,139000,0
5/12/22,Groceries,AL,TRUE,126.13,Visa,708,2164.3,43000,0
3/31/22,Shopping,AZ,TRUE,85.43,Visa,668,1259.88,23000,0
4/17/22,Dining,AL,TRUE,91.44,Amex,698,2705.7,53000,0
12/16/22,Entertainment,AL,TRUE,193.05,Amex,850,1101.36,142000,0
1/2/22,Entertainment,AZ,TRUE,197.4,Amex,694,1387.98,95000,0
4/23/22,Dining,AZ,TRUE,74,Mastercard,662,2151.04,41000,0
12/24/22,Shopping,AZ,TRUE,79.75,Visa,748,1888.88,153000,1
1/3/22,Shopping,NA,FALSE,151.15,Visa,728,2973.85,114000,0
